date,end,funder,person,spend,impact,url
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=763869274306522&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-13,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=883212745597299&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=152631676904932&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=225786442471165&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=233597871576069&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=385403972914754&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-12,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=1455112714881538&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,1499.5,https://www.facebook.com/ads/archive/render_ad/?id=842273239828923&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=887821278610855&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=3786990118094639&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=885437895647601&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=1168577583568054&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=317455850056012&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=493904355021587&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=314382220225570&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=331653538372609&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,2499.5,https://www.facebook.com/ads/archive/render_ad/?id=2963654653957613&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=3966326050152787&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=400675104454783&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=531592221601912&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=562878074883311&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=860356748169280&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=308934727592982&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=1302305716831153&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=245204227375456&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=514495846563503&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=515995049550371&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,3499.5,https://www.facebook.com/ads/archive/render_ad/?id=808025930100784&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=926951454814734&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=384341796341145&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=2807737612873459&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=163285949106123&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=223401999385588&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,3499.5,https://www.facebook.com/ads/archive/render_ad/?id=492668421841682&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=3059647554319513&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,2499.5,https://www.facebook.com/ads/archive/render_ad/?id=3101230440163348&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=323744789364698&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=384271396338761&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=767429137277761&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=129811969156622&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=822083498683933&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-16,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,1499.5,https://www.facebook.com/ads/archive/render_ad/?id=968835917213586&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=2709649639295567&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=4150498401697062&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
2021-06-11,2021-06-15,The Labour Party,Kim Leadbeater for Batley and Spen,49.5,499.5,https://www.facebook.com/ads/archive/render_ad/?id=314144813655079&access_token=EAAHdzu1fCTsBADStlTFMvD8qGq7jmqQSOkFWB91utWNN17IZA52ZC8bo8L6ALLQqEkPZCfIj5jYkrhZBFUmXQE9ynKZBHtvksgPd7lDjF0LaZBr5zkhhjf8CP0ckq3RHHSgkd9mu0VdOvM8dhgHqRA2lo6yedBxcZBcLK3ZBmC3fUavkJIxv6BVtsJqOL43PmZC1cyiTbuakH5s7R87eQZBX6lKNPS2JpoqcoZD
